0.0,123782
10000.0,24139
20000.0,9360
30000.0,4740
40000.0,3048
50000.0,2106
60000.0,1512
70000.0,1087
80000.0,928
90000.0,725
100000.0,582
110000.0,507
120000.0,426
130000.0,379
140000.0,309
150000.0,270
160000.0,266
170000.0,242
180000.0,207
190000.0,186
200000.0,202
210000.0,155
220000.0,161
230000.0,139
240000.0,124
250000.0,139
260000.0,114
270000.0,124
280000.0,90
290000.0,101
300000.0,111
310000.0,87
320000.0,80
330000.0,70
340000.0,90
350000.0,67
360000.0,74
370000.0,68
380000.0,77
390000.0,55
400000.0,69
410000.0,63
420000.0,51
430000.0,58
440000.0,54
450000.0,49
460000.0,47
470000.0,44
480000.0,45
490000.0,45
500000.0,54
510000.0,47
520000.0,43
530000.0,38
540000.0,52
550000.0,47
560000.0,40
570000.0,32
580000.0,28
590000.0,38
600000.0,39
610000.0,36
620000.0,31
630000.0,32
640000.0,18
650000.0,21
660000.0,26
670000.0,30
680000.0,32
690000.0,27
700000.0,32
710000.0,27
720000.0,15
730000.0,26
740000.0,31
750000.0,26
760000.0,16
770000.0,16
780000.0,15
790000.0,27
800000.0,23
810000.0,16
820000.0,31
830000.0,25
840000.0,13
850000.0,21
860000.0,28
870000.0,22
880000.0,21
890000.0,16
900000.0,26
910000.0,27
920000.0,16
930000.0,24
940000.0,23
950000.0,22
960000.0,21
970000.0,19
980000.0,18
990000.0,11
1000000.0,21
1010000.0,16
1020000.0,15
1030000.0,10
1040000.0,12
1050000.0,21
1060000.0,23
1070000.0,12
1080000.0,11
1090000.0,16
1100000.0,9
1110000.0,20
1120000.0,17
1130000.0,11
1140000.0,10
1150000.0,12
1160000.0,13
1170000.0,14
1180000.0,10
1190000.0,14
1200000.0,13
1210000.0,17
1220000.0,10
1230000.0,16
1240000.0,10
1250000.0,9
1260000.0,13
1270000.0,8
1280000.0,16
1290000.0,9
1300000.0,7
1310000.0,9
1320000.0,5
1330000.0,12
1340000.0,10
1350000.0,13
1360000.0,9
1370000.0,17
1380000.0,13
1390000.0,11
1400000.0,13
1410000.0,9
1420000.0,8
1430000.0,12
1440000.0,12
1450000.0,8
1460000.0,6
1470000.0,10
1480000.0,10
1490000.0,7
1500000.0,10
1510000.0,9
1520000.0,11
1530000.0,6
1540000.0,12
1550000.0,8
1560000.0,9
1570000.0,14
1580000.0,11
1590000.0,9
1600000.0,7
1610000.0,5
1620000.0,6
1630000.0,7
1640000.0,4
1650000.0,9
1660000.0,6
1670000.0,2
1680000.0,4
1690000.0,4
1700000.0,8
1710000.0,7
1720000.0,8
1730000.0,6
1740000.0,12
1750000.0,5
1760000.0,10
1770000.0,6
1780000.0,6
1790000.0,11
1800000.0,5
1810000.0,8
1820000.0,5
1830000.0,5
1840000.0,2
1850000.0,2
1860000.0,10
1870000.0,6
1880000.0,3
1890000.0,5
1900000.0,5
1910000.0,4
1920000.0,5
1930000.0,6
1940000.0,4
1950000.0,3
1960000.0,8
1970000.0,9
1980000.0,6
1990000.0,9
2000000.0,7
2010000.0,7
2020000.0,6
2030000.0,8
2040000.0,6
2050000.0,7
2060000.0,7
2070000.0,6
2080000.0,13
2090000.0,8
2100000.0,8
2110000.0,6
2120000.0,7
2130000.0,7
2140000.0,8
2150000.0,10
2160000.0,9
2170000.0,4
2180000.0,6
2190000.0,6
2200000.0,4
2210000.0,4
2220000.0,8
2230000.0,5
2240000.0,3
2250000.0,1
2260000.0,2
2270000.0,5
2280000.0,3
2290000.0,3
2300000.0,1
2310000.0,2
2320000.0,5
2330000.0,4
2340000.0,7
2350000.0,2
2360000.0,6
2370000.0,6
2380000.0,4
2390000.0,3
2400000.0,4
2410000.0,2
2420000.0,5
2430000.0,6
2440000.0,2
2450000.0,9
2460000.0,4
2470000.0,10
2480000.0,6
2490000.0,6
2500000.0,5
2510000.0,2
2520000.0,3
2530000.0,2
2540000.0,3
2550000.0,1
2560000.0,4
2570000.0,1
2580000.0,6
2590000.0,2
2600000.0,4
2610000.0,5
2620000.0,7
2630000.0,5
2640000.0,4
2650000.0,3
2660000.0,2
2670000.0,2
2680000.0,3
2690000.0,8
2700000.0,4
2710000.0,3
2720000.0,4
2730000.0,2
2740000.0,4
2750000.0,2
2760000.0,8
2770000.0,2
2780000.0,3
2790000.0,3
2800000.0,1
2810000.0,2
2820000.0,2
2830000.0,4
2840000.0,4
2850000.0,3
2860000.0,1
2870000.0,2
2880000.0,1
2890000.0,2
2900000.0,3
2910000.0,4
2920000.0,1
2930000.0,3
2940000.0,6
2950000.0,1
2960000.0,3
2970000.0,2
2980000.0,3
2990000.0,6
3000000.0,2
3010000.0,6
3030000.0,3
3040000.0,1
3050000.0,5
3060000.0,6
3070000.0,1
3080000.0,4
3090000.0,4
3100000.0,4
3110000.0,3
3120000.0,5
3130000.0,2
3140000.0,5
3150000.0,8
3160000.0,2
3170000.0,4
3180000.0,2
3190000.0,5
3200000.0,3
3210000.0,1
3230000.0,1
3240000.0,4
3250000.0,3
3260000.0,4
3270000.0,5
3280000.0,8
3290000.0,4
3300000.0,2
3310000.0,5
3320000.0,2
3330000.0,2
3340000.0,1
3350000.0,4
3360000.0,1
3370000.0,3
3380000.0,1
3390000.0,5
3400000.0,1
3410000.0,4
3420000.0,3
3430000.0,3
3440000.0,3
3450000.0,2
3460000.0,1
3470000.0,3
3480000.0,2
3490000.0,5
3500000.0,3
3510000.0,2
3520000.0,3
3530000.0,2
3540000.0,1
3550000.0,4
3560000.0,5
3570000.0,3
3580000.0,3
3590000.0,3
3600000.0,1
3610000.0,3
3620000.0,4
3630000.0,2
3640000.0,3
3650000.0,2
3660000.0,4
3670000.0,2
3680000.0,1
3690000.0,4
3710000.0,1
3720000.0,1
3730000.0,2
3740000.0,3
3750000.0,3
3760000.0,2
3770000.0,4
3780000.0,2
3800000.0,1
3810000.0,6
3820000.0,1
3830000.0,4
3840000.0,2
3860000.0,2
3870000.0,1
3880000.0,3
3890000.0,2
3900000.0,2
3910000.0,3
3930000.0,1
3940000.0,3
3950000.0,3
3960000.0,1
3970000.0,2
3980000.0,5
4000000.0,1
4020000.0,5
4030000.0,1
4040000.0,1
4050000.0,4
4060000.0,3
4070000.0,2
4080000.0,2
4090000.0,1
4100000.0,6
4110000.0,5
4120000.0,4
4130000.0,3
4140000.0,1
4150000.0,1
4160000.0,1
4170000.0,3
4190000.0,3
4210000.0,2
4220000.0,3
4230000.0,1
4240000.0,4
4250000.0,4
4260000.0,6
4270000.0,6
4280000.0,3
4290000.0,2
4300000.0,3
4310000.0,7
4320000.0,4
4330000.0,5
4340000.0,7
4350000.0,6
4360000.0,2
4370000.0,3
4380000.0,5
4390000.0,5
4400000.0,6
4410000.0,1
4420000.0,2
4430000.0,4
4440000.0,2
4450000.0,7
4460000.0,6
4470000.0,1
4480000.0,4
4490000.0,2
4500000.0,1
4510000.0,2
4520000.0,1
4530000.0,1
4540000.0,3
4550000.0,3
4560000.0,1
4570000.0,3
4580000.0,3
4590000.0,3
4600000.0,2
4610000.0,1
4620000.0,3
4630000.0,3
4640000.0,2
4650000.0,1
4660000.0,1
4670000.0,1
4690000.0,1
4700000.0,5
4710000.0,3
4730000.0,1
4750000.0,3
4760000.0,2
4770000.0,3
4780000.0,2
4790000.0,1
4800000.0,1
4810000.0,1
4820000.0,2
4830000.0,2
4850000.0,1
4860000.0,3
4870000.0,4
4880000.0,3
4930000.0,3
4940000.0,2
4950000.0,1
4960000.0,1
4970000.0,1
4980000.0,1
4990000.0,2
5000000.0,5
5010000.0,2
5020000.0,3
5040000.0,3
5050000.0,2
5060000.0,4
5070000.0,1
5090000.0,2
5100000.0,1
5110000.0,3
5120000.0,3
5130000.0,2
5140000.0,4
5150000.0,2
5160000.0,4
5170000.0,4
5180000.0,2
5200000.0,1
5210000.0,5
5220000.0,2
5230000.0,1
5240000.0,1
5250000.0,1
5260000.0,1
5270000.0,2
5280000.0,1
5290000.0,3
5300000.0,1
5310000.0,1
5320000.0,3
5330000.0,1
5350000.0,2
5360000.0,6
